Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-16,County,NC North Carolina,NC Yancey County 37199,9,Public Housing,2,NA,199 Yancey County,37199,37,94,35,100,5,14,3.1,110,260,409,9403,2992,33,27,12,15,12,37,-1,57,21,94,69,20,57,74,63,18,100,10,14,77,3,6,-1,29,-1,-1,-1,71,3,26,-1,29,0,8,44,97,93,-1,57,43,14,23,9,67,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC Yancey County 37199,9,Housing Choice Vouchers,3,NA,199 Yancey County,37199,284,98,282,100,5,16,2.0,552,220,567,8904,4549,26,36,23,13,2,13,-1,85,23,95,68,4,32,77,33,44,62,27,5,47,20,28,2,4,2,-1,-1,96,-1,2,-1,2,0,7,63,98,114,22,45,33,32,21,7,73,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC Yancey County 37199,9,Project Based Section 8,5,NA,199 Yancey County,37199,42,88,36,97,6,17,1.1,38,248,377,11398,10798,-1,49,34,11,6,-1,-1,97,33,86,50,-1,-1,58,-1,100,21,45,-1,19,14,67,3,6,-1,3,-1,94,-1,3,-1,3,3,-1,58,92,60,100,-1,-1,-1,24,9,71,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC Yancey County 37199,9,202/PRAC,8,NA,199 Yancey County,37199,3,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC MISSING 37XXX,9,Summary of All HUD Programs,1,NA,XXX MISSING,37XXX,198,95,190,100,6,2,2.8,526,20,590,12655,4571,16,33,16,16,20,37,2,51,0,1,1,1,64,92,63,24,50,13,1,73,17,9,-1,85,81,2,1,15,-1,1,1,2,0,9,76,7,129,32,33,36,18,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC MISSING 37XXX,9,Public Housing,2,NA,XXX MISSING,37XXX,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC MISSING 37XXX,9,Housing Choice Vouchers,3,NA,XXX MISSING,37XXX,189,94,181,100,6,1,2.8,508,9,594,12686,4520,16,33,16,15,21,38,2,50,-1,-1,-1,1,65,93,64,24,56,13,1,73,17,9,-1,86,81,2,1,14,-1,1,1,2,0,13,76,3,188,32,31,36,18,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,NC North Carolina,NC MISSING 37XXX,9,Project Based Section 8,5,NA,XXX MISSING,37XXX,6,-4,6,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,NC,NA,NA
31-Dec-16,County,ND North Dakota,ND Adams County 38001,9,Summary of All HUD Programs,1,NA,001 Adams County,38001,50,54,13,48,4,85,1.1,14,239,322,10573,9818,-1,46,46,8,-1,15,-1,85,20,100,100,-1,-1,54,-1,67,29,43,8,15,23,54,8,8,8,-1,-1,92,-1,-1,-1,0,0,1,16,15,26,92,8,-1,-1,9,3,78,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Adams County 38001,9,Housing Choice Vouchers,3,NA,001 Adams County,38001,26,57,11,74,3,82,1.0,11,227,384,10250,10250,-1,45,45,9,-1,9,-1,91,20,100,100,-1,-1,55,-1,75,29,45,-1,18,18,64,9,9,9,-1,-1,91,-1,-1,-1,0,0,1,17,18,26,100,-1,-1,-1,9,3,78,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Adams County 38001,9,Project Based Section 8,5,NA,001 Adams County,38001,24,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Barnes County 38003,9,Summary of All HUD Programs,1,NA,003 Barnes County,38003,281,98,270,98,5,32,1.9,520,261,449,11553,5998,8,31,27,20,14,29,1,57,20,99,76,1,37,66,31,33,23,17,9,44,19,28,4,11,6,3,1,89,1,1,-1,2,0,4,50,57,89,40,44,16,18,9,6,59,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Barnes County 38003,9,Public Housing,2,NA,003 Barnes County,38003,50,98,49,100,6,24,1.7,85,257,206,12238,7055,10,29,21,21,19,22,-1,63,22,98,67,-1,18,39,6,17,31,14,-1,31,16,53,6,4,-1,2,-1,96,-1,2,-1,2,0,12,57,20,56,71,10,18,10,8,5,61,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Barnes County 38003,9,Housing Choice Vouchers,3,NA,003 Barnes County,38003,217,98,206,97,5,35,2.0,420,257,530,11110,5449,8,33,28,18,13,33,1,53,19,100,80,1,45,72,39,30,16,14,11,48,17,23,4,14,8,2,1,86,1,1,-1,2,0,3,47,70,91,28,55,17,21,9,6,59,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Barnes County 38003,9,811/PRAC,9,NA,003 Barnes County,38003,14,99,15,100,7,13,1.0,15,340,57,15395,15395,-1,13,40,33,13,7,-1,87,30,93,53,-1,-1,67,-1,100,100,100,7,40,40,13,-1,7,-1,7,-1,93,-1,-1,-1,0,7,-1,66,-1,-1,100,-1,-1,-1,10,8,55,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Benson County 38005,9,Summary of All HUD Programs,1,NA,005 Benson County,38005,47,73,37,100,5,35,1.5,55,285,355,14282,9608,11,32,19,22,16,30,5,65,26,92,68,3,19,43,19,41,13,24,8,27,24,41,8,14,-1,14,-1,86,-1,-1,-1,0,0,1,55,35,133,76,16,8,5,39,52,76,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Benson County 38005,9,Public Housing,2,NA,005 Benson County,38005,21,67,14,100,4,29,1.6,22,258,309,15420,9813,29,14,14,21,21,43,14,43,27,86,57,-1,21,29,21,22,-1,9,7,36,21,36,21,21,-1,21,-1,79,-1,-1,-1,0,0,1,69,7,244,93,-1,7,-1,55,82,69,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Benson County 38005,9,Housing Choice Vouchers,3,NA,005 Benson County,38005,16,75,14,100,5,50,1.7,24,315,519,14052,8197,-1,43,14,29,14,29,-1,71,25,93,71,7,29,71,29,33,-1,21,14,29,21,36,-1,7,-1,7,-1,93,-1,-1,-1,0,0,1,33,86,124,43,43,14,14,24,26,81,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Benson County 38005,9,Project Based Section 8,5,NA,005 Benson County,38005,10,-4,9,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bottineau County 38009,9,Summary of All HUD Programs,1,NA,009 Bottineau County,38009,74,68,50,100,6,28,1.6,79,305,381,12508,7917,6,25,35,25,8,20,-1,76,22,100,80,4,26,80,24,19,10,10,6,26,10,58,14,10,-1,6,2,84,-1,-1,2,2,0,12,63,44,127,66,20,14,10,10,8,72,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bottineau County 38009,9,Housing Choice Vouchers,3,NA,009 Bottineau County,38009,43,57,26,100,6,38,1.7,45,355,391,12197,7047,8,28,32,24,8,27,-1,69,21,100,85,8,19,77,23,23,15,11,8,23,19,50,-1,8,-1,4,4,92,-1,-1,-1,0,0,12,64,85,127,50,23,27,19,10,8,74,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bottineau County 38009,9,Project Based Section 8,5,NA,009 Bottineau County,38009,31,83,24,93,6,17,1.4,34,251,373,12846,9068,4,22,39,26,9,13,-1,83,24,100,75,-1,33,83,25,13,6,9,4,29,-1,67,29,13,-1,8,-1,75,-1,-1,4,4,0,-1,63,-1,-1,83,17,-1,-1,10,9,71,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bowman County 38011,9,Summary of All HUD Programs,1,NA,011 Bowman County,38011,51,59,28,92,6,11,1.1,31,237,304,10494,9478,11,43,29,18,-1,21,-1,79,20,100,86,-1,7,39,7,60,38,48,14,25,14,46,4,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,37,32,84,89,11,-1,4,9,4,78,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bowman County 38011,9,Housing Choice Vouchers,3,NA,011 Bowman County,38011,21,-4,9,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Bowman County 38011,9,Project Based Section 8,5,NA,011 Bowman County,38011,30,60,19,100,6,16,1.1,21,211,250,9443,8544,16,42,32,11,-1,26,-1,74,18,100,95,-1,11,47,11,33,20,24,16,21,11,53,5,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,40,-1,-1,89,11,-1,5,9,4,78,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Burleigh County 38015,9,Summary of All HUD Programs,1,NA,015 Burleigh County,38015,1644,76,1264,100,5,12,1.6,2076,301,514,13787,8394,7,31,28,15,18,17,1,79,22,98,80,2,22,68,21,59,37,34,5,40,21,34,6,22,3,16,1,78,0,1,0,2,2,23,89,70,58,49,35,16,25,13,10,41,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Burleigh County 38015,9,Public Housing,2,NA,015 Burleigh County,38015,288,97,278,100,5,17,1.9,531,312,318,16699,8743,7,26,25,14,29,21,1,76,25,93,71,1,26,73,24,28,20,14,3,31,12,54,13,25,4,16,1,75,0,2,0,3,3,14,72,41,72,67,8,25,5,16,12,36,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Burleigh County 38015,9,Housing Choice Vouchers,3,NA,015 Burleigh County,38015,1116,68,757,100,5,7,1.6,1192,311,610,13417,8521,5,33,29,17,16,18,1,78,21,99,82,1,21,67,20,65,49,42,4,43,25,28,4,20,3,14,1,80,0,1,0,2,2,29,102,87,59,34,50,15,39,11,9,44,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Burleigh County 38015,9,Project Based Section 8,5,NA,015 Burleigh County,38015,224,90,213,100,6,23,1.6,337,251,453,11505,7272,15,32,28,14,10,11,1,87,19,100,87,4,20,64,23,61,34,34,11,40,15,33,4,26,4,21,-1,74,-1,1,-1,1,1,-1,68,54,38,71,19,9,1,17,12,38,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Burleigh County 38015,9,811/PRAC,9,NA,015 Burleigh County,38015,16,98,16,100,7,6,1.0,16,254,143,11062,11062,-1,50,44,-1,6,-1,-1,100,19,100,94,-1,-1,69,-1,100,100,100,6,44,31,19,-1,13,-1,13,-1,75,-1,-1,-1,0,0,-1,80,-1,-1,100,-1,-1,-1,14,10,32,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,Summary of All HUD Programs,1,NA,017 Cass County,38017,2777,92,2793,100,5,17,1.9,5358,313,448,14212,7409,6,29,28,17,20,29,1,63,24,95,73,8,20,58,22,50,51,28,4,44,25,27,3,32,22,4,4,68,0,2,0,3,1,14,72,70,53,55,29,16,12,20,13,29,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,Public Housing,2,NA,017 Cass County,38017,766,94,708,99,5,25,1.8,1291,303,273,16513,9056,7,27,24,14,29,35,2,55,28,88,65,8,16,43,17,44,68,29,5,43,29,23,1,33,22,5,4,67,0,2,0,2,1,15,67,37,92,69,16,14,2,22,12,29,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,Housing Choice Vouchers,3,NA,017 Cass County,38017,1541,98,1735,100,5,12,2.0,3488,324,552,13625,6777,6,29,29,18,18,29,1,65,23,98,75,9,24,66,26,53,50,27,3,47,23,27,3,31,23,3,3,69,0,3,0,3,1,14,77,92,47,47,35,18,17,18,12,28,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,Mod Rehab,4,NA,017 Cass County,38017,53,95,35,70,6,14,1.2,42,256,369,12228,10190,18,36,21,12,12,26,-1,69,23,91,77,-1,6,37,6,60,40,50,-1,49,37,14,-1,23,14,9,-1,77,-1,-1,-1,0,0,4,65,100,42,83,17,-1,6,37,14,4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,Project Based Section 8,5,NA,017 Cass County,38017,400,67,298,100,6,27,1.7,518,274,347,12427,7149,7,28,30,20,15,21,1,71,22,98,79,10,15,51,17,45,32,23,10,31,20,39,6,38,16,5,14,62,0,1,1,3,4,-1,56,13,64,62,30,8,6,26,17,37,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cass County 38017,9,811/PRAC,9,NA,017 Cass County,38017,18,96,17,98,5,12,1.1,19,317,329,13728,12283,-1,41,24,24,12,6,-1,94,26,94,71,-1,6,59,6,100,100,89,6,24,47,24,-1,18,12,6,-1,82,-1,-1,-1,0,0,-1,65,100,43,82,18,-1,6,24,18,43,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cavalier County 38019,9,Summary of All HUD Programs,1,NA,019 Cavalier County,38019,50,-5,14,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Cavalier County 38019,9,Housing Choice Vouchers,3,NA,019 Cavalier County,38019,50,-5,14,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Dickey County 38021,9,Summary of All HUD Programs,1,NA,021 Dickey County,38021,127,69,86,98,6,31,1.3,113,260,381,11810,8988,6,28,36,22,7,21,-1,73,22,100,74,-1,12,63,12,29,34,24,16,19,14,51,15,6,2,1,1,94,-1,1,-1,1,2,3,48,24,127,70,28,2,13,10,5,68,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Dickey County 38021,9,Housing Choice Vouchers,3,NA,021 Dickey County,38021,40,69,29,100,4,34,1.6,45,301,496,13733,8850,3,28,34,24,10,7,-1,93,25,100,69,-1,17,79,17,50,63,38,-1,24,10,66,17,0,-1,-1,-1,100,-1,-1,-1,0,0,3,38,72,127,72,21,7,10,7,5,65,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Dickey County 38021,9,Project Based Section 8,5,NA,021 Dickey County,38021,87,69,57,95,6,30,1.2,68,239,328,10831,9079,8,29,37,21,6,28,-1,63,21,100,77,-1,9,54,9,22,12,15,25,16,16,44,14,9,4,2,2,91,-1,2,-1,2,4,-1,53,-1,-1,68,32,-1,14,12,5,69,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Dunn County 38025,9,Summary of All HUD Programs,1,NA,025 Dunn County,38025,16,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Dunn County 38025,9,Housing Choice Vouchers,3,NA,025 Dunn County,38025,16,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Eddy County 38027,9,Summary of All HUD Programs,1,NA,027 Eddy County,38027,56,57,36,100,5,33,1.7,62,288,507,12975,7534,6,30,24,18,21,19,-1,72,23,100,69,6,22,61,17,48,20,21,-1,42,17,42,11,6,-1,3,-1,94,-1,3,-1,3,0,10,48,72,134,36,44,19,36,16,6,80,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Eddy County 38027,9,Housing Choice Vouchers,3,NA,027 Eddy County,38027,56,57,36,100,5,33,1.7,62,288,507,12975,7534,6,30,24,18,21,19,-1,72,23,100,69,6,22,61,17,48,20,21,-1,42,17,42,11,6,-1,3,-1,94,-1,3,-1,3,0,10,48,72,134,36,44,19,36,16,6,80,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Emmons County 38029,9,Summary of All HUD Programs,1,NA,029 Emmons County,38029,50,72,35,96,4,20,1.3,47,287,387,16013,11925,-1,27,30,24,18,14,-1,80,29,89,63,3,9,57,9,36,21,19,-1,17,14,69,26,0,-1,-1,-1,100,-1,-1,-1,0,0,5,91,54,94,63,31,6,20,14,2,83,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Emmons County 38029,9,Public Housing,2,NA,029 Emmons County,38029,15,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Emmons County 38029,9,Housing Choice Vouchers,3,NA,029 Emmons County,38029,5,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Emmons County 38029,9,Project Based Section 8,5,NA,029 Emmons County,38029,30,77,22,95,5,18,1.0,23,272,364,14258,13638,-1,29,24,38,10,-1,-1,95,28,95,59,-1,-1,59,-1,67,5,13,-1,-1,14,86,36,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,92,77,80,95,5,-1,-1,14,2,83,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Foster County 38031,9,Summary of All HUD Programs,1,NA,031 Foster County,38031,81,62,34,68,6,21,1.1,38,242,321,11695,10464,3,28,44,22,3,6,3,85,23,100,79,-1,6,71,6,54,90,68,6,9,24,62,21,15,3,6,-1,85,-1,3,3,6,0,1,43,35,68,68,32,-1,26,12,2,75,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Foster County 38031,9,Housing Choice Vouchers,3,NA,031 Foster County,38031,81,62,34,68,6,21,1.1,38,242,321,11695,10464,3,28,44,22,3,6,3,85,23,100,79,-1,6,71,6,54,90,68,6,9,24,62,21,15,3,6,-1,85,-1,3,3,6,0,1,43,35,68,68,32,-1,26,12,2,75,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Golden Valley County 38033,9,Summary of All HUD Programs,1,NA,033 Golden Valley County,38033,33,65,21,96,3,24,1.1,24,234,342,12242,10711,5,33,43,10,10,14,-1,86,23,100,86,-1,10,71,10,63,46,46,-1,24,14,62,24,0,-1,-1,-1,100,-1,-1,-1,0,0,13,46,5,240,62,38,-1,24,8,4,83,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Golden Valley County 38033,9,Housing Choice Vouchers,3,NA,033 Golden Valley County,38033,2,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Golden Valley County 38033,9,Project Based Section 8,5,NA,033 Golden Valley County,38033,31,66,20,98,3,20,1.1,22,219,339,11783,10712,5,35,45,10,5,10,-1,90,23,100,90,-1,5,70,5,71,46,50,-1,20,15,65,25,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,49,-1,-1,65,35,-1,25,8,4,83,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,Summary of All HUD Programs,1,NA,035 Grand Forks County,38035,1972,89,1735,99,5,13,1.9,3382,302,560,12744,6538,13,28,24,16,18,29,2,64,22,97,74,8,30,66,32,40,46,23,8,49,19,24,2,32,16,8,3,67,0,3,2,4,3,10,67,65,89,45,36,18,13,22,13,34,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,Housing Choice Vouchers,3,NA,035 Grand Forks County,38035,1261,90,1096,97,5,9,2.2,2416,333,632,13613,6176,12,25,23,17,23,35,1,56,23,97,71,11,35,72,39,31,50,17,6,55,17,21,2,35,20,7,4,65,0,3,1,4,3,10,69,82,94,31,44,25,18,23,12,33,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,Mod Rehab,4,NA,035 Grand Forks County,38035,26,95,17,70,6,41,1.0,17,204,369,9843,9843,27,40,13,7,13,53,-1,35,19,88,82,-1,-1,35,-1,7,-1,6,29,53,6,12,-1,35,18,18,-1,65,-1,-1,-1,0,0,2,64,-1,-1,100,-1,-1,-1,18,15,34,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,Project Based Section 8,5,NA,035 Grand Forks County,38035,616,85,559,100,6,22,1.6,884,245,453,11024,6971,17,32,26,15,10,20,2,75,20,99,80,3,24,56,23,55,44,34,11,40,22,26,3,27,9,11,2,69,-1,2,3,5,2,-1,63,37,71,67,26,8,4,22,13,36,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,202/PRAC,8,NA,035 Grand Forks County,38035,30,99,29,98,7,3,1.1,31,296,103,14767,13814,-1,17,45,17,21,7,-1,93,28,97,69,-1,-1,69,-1,-1,21,23,-1,-1,-1,100,21,3,-1,3,-1,97,-1,-1,-1,0,0,-1,29,-1,-1,100,-1,-1,-1,14,10,38,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grand Forks County 38035,9,811/PRAC,9,NA,035 Grand Forks County,38035,38,94,34,95,8,15,1.0,34,269,336,12723,12723,3,32,41,18,6,-1,-1,100,25,97,76,-1,-1,35,-1,100,100,100,12,53,21,15,-1,6,3,-1,-1,94,3,-1,-1,3,3,-1,99,35,38,100,-1,-1,-1,26,14,26,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grant County 38037,9,Summary of All HUD Programs,1,NA,037 Grant County,38037,40,70,28,100,6,18,1.3,35,275,439,14086,11269,4,29,29,18,21,11,-1,89,26,100,71,-1,4,50,4,60,57,54,7,7,4,82,25,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,67,64,92,68,32,-1,18,14,3,83,NA,NA,NA,NA,NA,ND,NA,NA
31-Dec-16,County,ND North Dakota,ND Grant County 38037,9,Housing Choice Vouchers,3,NA,037 Grant County,38037,18,75,12,90,4,17,1.3,16,287,550,14699,11024,-1,17,42,25,17,-1,-1,100,27,100,67,-1,8,42,8,100,100,94,-1,8,-1,92,25,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,53,100,106,75,25,-1,8,14,3,83,NA,NA,NA,NA,NA,ND,NA,NA
